ï..BOROUGH,BUILDING.CLASS.CATEGORY,RESIDENTIAL.UNITS,LAND..SQUARE.FEET,GROSS..SQUARE.FEET,YEAR.BUILT,SALE.PRICE,MortgageRate,CovidDummy
StatenIsland,1 ONE FAMILY DWELLINGS,1,3250,1350,2001,570000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5490,1036,1950,630000,3.23,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2484,1304,1965,525000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2660,1452,1965,585000,3.23,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5760,1410,1950,650000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2000,1214,1995,500000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,2019,1214,1995,415000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1620,1768,1985,510000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2070,1200,1985,433000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2668,1125,1975,437750,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2288,1372,1981,363000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2430,2054,1987,530000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1728,1998,1987,523000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1872,1998,1987,485000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1944,1998,1987,480000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3588,1627,1950,395000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2530,1288,1978,450000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2530,1288,1978,460000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3300,1464,1970,390000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,3300,1464,1970,390000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1428,1321,1994,450000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2880,1530,1980,401000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1900,1270,2006,515000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2300,1800,2000,260777,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2000,1800,2000,456300,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4300,1800,2000,545000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2670,2807,1999,434500,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,2276,1680,1991,480000,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1456,1324,1988,425000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,1230,953,1988,365000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1656,1595,1988,322452,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1632,1324,1988,433800,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2904,1159,1988,393000,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1456,1324,1988,323200,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1305,953,1988,350000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1638,1159,1988,277000,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2035,1595,1994,470000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,1820,1442,1915,385000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2289,1360,2017,534581,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2297,1360,2017,525000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,2500,1170,1905,525000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6250,1092,1925,449900,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3725,1000,1996,412150,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1349,993,1995,333700,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1349,993,1995,250000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,3757,1080,1995,400000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1469,1159,1992,430000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,2000,804,1910,253500,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,1008,1960,505000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,2495,1472,1978,465000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2475,1504,1980,579000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3075,1400,2002,415233,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3075,1400,2002,608000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4142,1946,1965,698888,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,8450,3000,1970,975000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2295,1528,1988,525000,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4400,1976,1960,740000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1550,1950,1997,445000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,0,5280,0,1955,740000,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2600,1184,1975,515000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1710,1800,2003,550000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5840,1260,1910,370000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1710,1800,2003,560000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5500,960,1940,460000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4444,1144,1955,635000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3000,1152,1925,615000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6426,2466,1915,705000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4500,1196,1965,670000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4200,1196,1965,640000,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4800,1196,1960,650000,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,1508,1940,750000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,1108,1940,535000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,3240,1000,1930,550000,3.23,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,1125,1920,570000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5000,1380,1915,532000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5500,1564,1955,269583,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6000,2050,1925,595000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6000,2050,1925,666000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3800,2066,1920,760000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6000,1845,1920,760000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4300,1911,1930,790000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,5000,1460,1930,721000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4300,2400,1955,1125000,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4400,960,1950,500000,3.23,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4700,1200,1950,585000,3.23,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4437,1220,1950,540000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5000,2499,2019,1120075,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,800,1000,1991,378000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5000,1432,1920,520000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,7160,1050,1920,475000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5250,1266,1915,560000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1470,1300,2003,420000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1996,1200,2014,505000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5625,1128,1920,630000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1140,1600,1989,423000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,498,1260,1989,391000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6210,1890,1955,682000,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,7120,1408,1925,625000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,7120,2160,1965,515000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3760,1768,1960,660000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4700,2240,1950,670000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,5000,1205,1950,570000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5000,1340,1970,630000,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4200,1981,1970,640000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4185,2345,1970,650000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3600,2056,1925,835000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3600,1200,1950,630000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3600,1060,1915,610000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3600,1312,1920,568000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4503,2040,1915,690000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5300,1670,1920,520000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3040,2075,1925,680000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2444,1088,1920,460000,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4750,1035,1955,675000,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2374,1400,2000,540000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2374,1400,2000,570000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3680,1054,1950,535000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4800,840,1952,510000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6060,1155,1940,650000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4040,1229,1950,664000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,912,1950,570000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4600,1260,1955,660000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4600,2098,1955,735000,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4800,840,1950,485000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,4040,1382,1950,625000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4500,1160,1945,340000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,4500,1160,1945,380000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,3168,1120,1963,535000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2000,880,1950,427000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,3000,1600,1950,517000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2000,880,1940,400000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,1096,1945,499000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,1625,1920,650000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,1625,1925,550000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,1320,1930,635000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5050,1000,1950,600000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4320,1224,1950,639000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,1450,1950,630000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6060,1575,1950,765000,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6880,1492,1920,667500,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,2409,858,1920,532000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4169,888,1951,357000,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,7040,1560,1899,648000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2300,1800,1994,600000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2300,1216,1995,530000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,2717,1627,2019,646589,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2717,1627,2019,616041,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2716,1627,2019,621133,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,920,825,1960,387500,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,1520,1025,1960,399000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,0,3000,0,1935,550000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6000,864,1955,575000,3.23,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2287,1370,2018,635000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4880,1118,1955,640000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4880,1198,1950,450000,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4920,864,1950,490000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2800,1680,2019,599749,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2800,1680,2019,600768,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2517,1600,2004,605000,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5035,1176,1950,850000,3.23,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2048,2040,1985,341640,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,3000,1184,1910,575000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5100,2528,2019,997885,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,4080,2400,1997,988000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4400,2344,1986,690000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6650,976,1960,475000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6000,2270,1960,600000,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1826,1064,1993,465000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,2016,1940,582500,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5880,1888,1945,860000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3400,1004,1950,625000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,8500,2668,1940,1180000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6000,2900,1950,1145000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,3120,1950,865000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3200,1500,1930,422000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,4150,3300,2001,610000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4998,2271,1970,640000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3783,1140,1948,540000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2400,1768,1920,580000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4200,1440,1930,550000,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3094,1280,1930,505000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3640,1734,1935,590000,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3800,1316,1930,540000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,1767,1920,600000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2500,1760,1986,594000,3.23,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,7632,1400,1920,690000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2175,1283,2016,485000,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3434,1420,1930,623000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3333,1420,1930,660000,3.23,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3200,1078,1920,590000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3200,1008,1915,545000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3773,1144,1915,460000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4356,1752,1915,469900,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,7500,1260,1945,800000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5940,832,1955,422500,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3601,1860,1905,400000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,10000,4733,1936,1200000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,5300,2280,1970,875000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5760,832,1955,675000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6000,1728,1940,829000,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6000,3950,1955,1050000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,2300,1060,2004,395000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3050,750,1910,305000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1045,1170,2002,345000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2050,1800,1999,265000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5100,1050,1950,490000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,3225,976,1899,320000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,2300,1392,1920,253250,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1890,1200,2002,233730,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1890,1200,2002,517850,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,7898,1716,1910,1050000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2500,1131,1920,310000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5050,1312,1910,390700,3.23,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3300,1352,1925,212940,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2500,1408,1910,460000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3000,1088,1925,275000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,3000,1088,1925,495000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,330,1045,1920,460000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2200,960,2004,435000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,1200,960,2004,270000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2500,850,1901,318000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1184,1248,1986,389000,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1184,1248,1987,410000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1184,1248,1987,207870,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,888,1248,1987,350000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,672,1248,1987,268000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1900,700,1995,330000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,975,1330,1996,388000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,555,1150,2004,450000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1180,1050,2004,410000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5000,1008,1910,310000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2595,1268,2015,568000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2987,1176,1998,644234,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6750,672,1960,285000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5940,1000,1960,390000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2400,1292,1940,238290,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2175,1288,2006,499998,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,2175,1288,2006,560000,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1176,1404,1992,460000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1176,1404,1992,405000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,666,936,1992,320000,3.23,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,819,936,1992,380000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1059,1537,1993,438000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,1059,1537,1993,430000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,684,1422,1993,433000,3.23,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,968,600,1995,368000,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1085,700,1995,435000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,1280,780,1998,428000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3780,1460,2001,500000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2250,1460,2001,610000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,7425,4214,1950,943000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,1360,1910,590000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5518,1118,1959,629900,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,1008,1955,680000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4334,2440,1999,930000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,7560,1350,1945,720000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,2323,1915,460000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3675,1280,1955,619000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5000,962,1955,578000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2500,2000,2000,645000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3750,2252,1955,763687,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4700,1600,1955,731000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5000,1040,1950,552000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,3830,864,1950,540000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3830,864,1950,512500,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4025,702,1950,580000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5500,1580,1920,635000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4500,1200,1950,650000,3.13,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,940,1920,400000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,1512,1148,1985,462500,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2860,1440,2013,590000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,1134,1000,1988,478000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,5000,1120,1950,630000,2.9,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,2500,1408,1970,545000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,5000,1296,1965,499900,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,7500,1020,1899,735000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,0,4042,0,1920,320000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,790,940,1990,459000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,4760,944,1950,529000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,1050,1120,1988,446000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3880,1176,1955,705000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,3895,960,1955,550000,3.45,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,6360,1872,1960,690000,3.23,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,8000,2657,1983,1200000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4100,2093,1965,725000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6150,888,1960,515000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6210,1536,1965,742000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,14456,4334,1984,1442500,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,18343,6386,1988,1150000,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5978,3325,1965,858000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,10576,2360,1965,1075000,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4500,2038,1960,739999,2.99,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6588,1144,1955,585000,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6000,1890,1965,765000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,1500,1925,740000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4000,2312,1965,920000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5250,1911,1965,830000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5400,1548,1925,580000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,8000,1725,1970,855000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,5000,2444,1955,1089888,3.15,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,8000,3896,2020,677500,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,7500,2732,1955,900000,2.72,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,7070,1040,1960,685000,2.81,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,4278,1440,1963,585000,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,83425,17100,1989,4850000,2.67,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,8738,1593,1920,555000,3.51,0
StatenIsland,1 ONE FAMILY DWELLINGS,1,5733,2400,1999,955000,2.91,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,6060,2500,1997,1233000,3.5,1
StatenIsland,1 ONE FAMILY DWELLINGS,1,8000,3956,1955,1832850,3.5,1
